title,genres,overview,cast,crew,movie_id
Movie_202,['Drama'],This is the overview of movie 201.,"['Sai Dharam Tej', 'Ram Charan', 'Vijay Deverakonda']",['SS Rajamouli'],1201
Movie_203,['Comedy'],This is the overview of movie 202.,"['Varun Tej', 'Sai Dharam Tej', 'Prabhas']",['Trivikram Srinivas'],1202
Movie_204,['Thriller'],This is the overview of movie 203.,"['NTR', 'Ram Charan', 'Sai Dharam Tej']",['Trivikram Srinivas'],1203
Movie_205,['Comedy'],This is the overview of movie 204.,"['Chiranjeevi', 'Mahesh Babu', 'NTR']",['Puri Jagannadh'],1204
Movie_206,['Romance'],This is the overview of movie 205.,"['Chiranjeevi', 'Allu Arjun', 'Pawan Kalyan']",['Trivikram Srinivas'],1205
Movie_207,['Comedy'],This is the overview of movie 206.,"['Ram Charan', 'Chiranjeevi', 'Mahesh Babu']",['Boyapati Srinu'],1206
Movie_208,['Comedy'],This is the overview of movie 207.,"['NTR', 'Sai Dharam Tej', 'Pawan Kalyan']",['Krish'],1207
Movie_209,['Comedy'],This is the overview of movie 208.,"['NTR', 'Chiranjeevi', 'Vijay Deverakonda']",['Koratal Siva'],1208
Movie_210,['Drama'],This is the overview of movie 209.,"['Allu Arjun', 'Allu Arjun', 'Varun Tej']",['Krish'],1209
Movie_211,['Thriller'],This is the overview of movie 210.,"['Sai Dharam Tej', 'NTR', 'Chiranjeevi']",['Vamshi Paidipally'],1210
Movie_212,['Drama'],This is the overview of movie 211.,"['NTR', 'Allu Arjun', 'Sai Dharam Tej']",['Krish'],1211
Movie_213,['Comedy'],This is the overview of movie 212.,"['Ram Charan', 'Varun Tej', 'Chiranjeevi']",['SS Rajamouli'],1212
Movie_214,['Drama'],This is the overview of movie 213.,"['NTR', 'Vijay Deverakonda', 'Vijay Deverakonda']",['Koratal Siva'],1213
Movie_215,['Thriller'],This is the overview of movie 214.,"['NTR', 'NTR', 'Sai Dharam Tej']",['Krish'],1214
Movie_216,['Action'],This is the overview of movie 215.,"['NTR', 'Mahesh Babu', 'Chiranjeevi']",['Puri Jagannadh'],1215
Movie_217,['Comedy'],This is the overview of movie 216.,"['NTR', 'Mahesh Babu', 'Chiranjeevi']",['Koratal Siva'],1216
Movie_218,['Romance'],This is the overview of movie 217.,"['Chiranjeevi', 'Varun Tej', 'NTR']",['Krish'],1217
Movie_219,['Romance'],This is the overview of movie 218.,"['Sai Dharam Tej', 'Chiranjeevi', 'Mahesh Babu']",['Krish'],1218
Movie_220,['Action'],This is the overview of movie 219.,"['Ram Charan', 'Chiranjeevi', 'Pawan Kalyan']",['Krish'],1219
Movie_221,['Romance'],This is the overview of movie 220.,"['Vijay Deverakonda', 'Prabhas', 'Prabhas']",['Sukumar'],1220
Movie_222,['Action'],This is the overview of movie 221.,"['Pawan Kalyan', 'Varun Tej', 'Prabhas']",['SS Rajamouli'],1221
Movie_223,['Romance'],This is the overview of movie 222.,"['Pawan Kalyan', 'Chiranjeevi', 'Ram Charan']",['SS Rajamouli'],1222
Movie_224,['Action'],This is the overview of movie 223.,"['Prabhas', 'Vijay Deverakonda', 'Sai Dharam Tej']",['Sukumar'],1223
Movie_225,['Romance'],This is the overview of movie 224.,"['NTR', 'Pawan Kalyan', 'Sai Dharam Tej']",['Trivikram Srinivas'],1224
Movie_226,['Drama'],This is the overview of movie 225.,"['Vijay Deverakonda', 'Chiranjeevi', 'NTR']",['SS Rajamouli'],1225
Movie_227,['Comedy'],This is the overview of movie 226.,"['Allu Arjun', 'Allu Arjun', 'Pawan Kalyan']",['SS Rajamouli'],1226
Movie_228,['Thriller'],This is the overview of movie 227.,"['Prabhas', 'Sai Dharam Tej', 'Mahesh Babu']",['Krish'],1227
Movie_229,['Action'],This is the overview of movie 228.,"['NTR', 'Vijay Deverakonda', 'Vijay Deverakonda']",['Trivikram Srinivas'],1228
Movie_230,['Comedy'],This is the overview of movie 229.,"['Ram Charan', 'Ram Charan', 'Sai Dharam Tej']",['Boyapati Srinu'],1229
Movie_231,['Thriller'],This is the overview of movie 230.,"['Prabhas', 'Pawan Kalyan', 'Prabhas']",['Boyapati Srinu'],1230
Movie_232,['Comedy'],This is the overview of movie 231.,"['Allu Arjun', 'Mahesh Babu', 'Ram Charan']",['SS Rajamouli'],1231
Movie_233,['Comedy'],This is the overview of movie 232.,"['Chiranjeevi', 'Ram Charan', 'Prabhas']",['Vamshi Paidipally'],1232
Movie_234,['Action'],This is the overview of movie 233.,"['Vijay Deverakonda', 'Allu Arjun', 'Prabhas']",['Boyapati Srinu'],1233
Movie_235,['Comedy'],This is the overview of movie 234.,"['Sai Dharam Tej', 'Prabhas', 'Prabhas']",['SS Rajamouli'],1234
Movie_236,['Action'],This is the overview of movie 235.,"['Sai Dharam Tej', 'Prabhas', 'Pawan Kalyan']",['Puri Jagannadh'],1235
Movie_237,['Action'],This is the overview of movie 236.,"['Ram Charan', 'Vijay Deverakonda', 'Chiranjeevi']",['Sukumar'],1236
Movie_238,['Drama'],This is the overview of movie 237.,"['Vijay Deverakonda', 'Sai Dharam Tej', 'Mahesh Babu']",['SS Rajamouli'],1237
Movie_239,['Romance'],This is the overview of movie 238.,"['Vijay Deverakonda', 'Sai Dharam Tej', 'Prabhas']",['Sukumar'],1238
Movie_240,['Romance'],This is the overview of movie 239.,"['NTR', 'Pawan Kalyan', 'NTR']",['Puri Jagannadh'],1239
Movie_241,['Comedy'],This is the overview of movie 240.,"['Ram Charan', 'Sai Dharam Tej', 'Allu Arjun']",['Koratal Siva'],1240
Movie_242,['Romance'],This is the overview of movie 241.,"['Allu Arjun', 'Varun Tej', 'NTR']",['Sukumar'],1241
Movie_243,['Comedy'],This is the overview of movie 242.,"['Pawan Kalyan', 'Allu Arjun', 'Chiranjeevi']",['Trivikram Srinivas'],1242
Movie_244,['Drama'],This is the overview of movie 243.,"['Vijay Deverakonda', 'Vijay Deverakonda', 'NTR']",['Vamshi Paidipally'],1243
Movie_245,['Romance'],This is the overview of movie 244.,"['Sai Dharam Tej', 'Vijay Deverakonda', 'Chiranjeevi']",['Sukumar'],1244
Movie_246,['Comedy'],This is the overview of movie 245.,"['Chiranjeevi', 'Varun Tej', 'Allu Arjun']",['Trivikram Srinivas'],1245
Movie_247,['Drama'],This is the overview of movie 246.,"['Chiranjeevi', 'Allu Arjun', 'Vijay Deverakonda']",['Boyapati Srinu'],1246
Movie_248,['Action'],This is the overview of movie 247.,"['Ram Charan', 'Prabhas', 'Vijay Deverakonda']",['Krish'],1247
Movie_249,['Comedy'],This is the overview of movie 248.,"['Sai Dharam Tej', 'Chiranjeevi', 'Allu Arjun']",['Trivikram Srinivas'],1248
Movie_250,['Action'],This is the overview of movie 249.,"['Prabhas', 'Prabhas', 'NTR']",['Puri Jagannadh'],1249
Movie_251,['Action'],This is the overview of movie 250.,"['Vijay Deverakonda', 'NTR', 'Varun Tej']",['Trivikram Srinivas'],1250
Movie_252,['Romance'],This is the overview of movie 251.,"['Allu Arjun', 'NTR', 'Allu Arjun']",['Puri Jagannadh'],1251
Movie_253,['Romance'],This is the overview of movie 252.,"['Sai Dharam Tej', 'NTR', 'Ram Charan']",['Krish'],1252
Movie_254,['Thriller'],This is the overview of movie 253.,"['Sai Dharam Tej', 'Varun Tej', 'Allu Arjun']",['Vamshi Paidipally'],1253
Movie_255,['Romance'],This is the overview of movie 254.,"['Vijay Deverakonda', 'Prabhas', 'Prabhas']",['Vamshi Paidipally'],1254
Movie_256,['Drama'],This is the overview of movie 255.,"['Mahesh Babu', 'Sai Dharam Tej', 'NTR']",['Trivikram Srinivas'],1255
Movie_257,['Thriller'],This is the overview of movie 256.,"['Chiranjeevi', 'Sai Dharam Tej', 'Prabhas']",['Trivikram Srinivas'],1256
Movie_258,['Comedy'],This is the overview of movie 257.,"['Varun Tej', 'Chiranjeevi', 'Varun Tej']",['Boyapati Srinu'],1257
Movie_259,['Thriller'],This is the overview of movie 258.,"['Pawan Kalyan', 'Ram Charan', 'Allu Arjun']",['Boyapati Srinu'],1258
Movie_260,['Thriller'],This is the overview of movie 259.,"['Varun Tej', 'Pawan Kalyan', 'Mahesh Babu']",['Krish'],1259
Movie_261,['Romance'],This is the overview of movie 260.,"['Sai Dharam Tej', 'Prabhas', 'Chiranjeevi']",['Puri Jagannadh'],1260
Movie_262,['Action'],This is the overview of movie 261.,"['Sai Dharam Tej', 'Prabhas', 'NTR']",['SS Rajamouli'],1261
Movie_263,['Romance'],This is the overview of movie 262.,"['Chiranjeevi', 'Sai Dharam Tej', 'NTR']",['SS Rajamouli'],1262
Movie_264,['Action'],This is the overview of movie 263.,"['Chiranjeevi', 'Ram Charan', 'Chiranjeevi']",['Sukumar'],1263
Movie_265,['Comedy'],This is the overview of movie 264.,"['NTR', 'NTR', 'Allu Arjun']",['Trivikram Srinivas'],1264
Movie_266,['Drama'],This is the overview of movie 265.,"['Sai Dharam Tej', 'Mahesh Babu', 'Pawan Kalyan']",['Koratal Siva'],1265
Movie_267,['Comedy'],This is the overview of movie 266.,"['Mahesh Babu', 'NTR', 'Prabhas']",['Koratal Siva'],1266
Movie_268,['Action'],This is the overview of movie 267.,"['NTR', 'Pawan Kalyan', 'Mahesh Babu']",['Krish'],1267
Movie_269,['Action'],This is the overview of movie 268.,"['Chiranjeevi', 'Prabhas', 'Varun Tej']",['Koratal Siva'],1268
Movie_270,['Comedy'],This is the overview of movie 269.,"['Ram Charan', 'Mahesh Babu', 'Varun Tej']",['Koratal Siva'],1269
Movie_271,['Comedy'],This is the overview of movie 270.,"['Sai Dharam Tej', 'Pawan Kalyan', 'Mahesh Babu']",['Vamshi Paidipally'],1270
Movie_272,['Drama'],This is the overview of movie 271.,"['Prabhas', 'NTR', 'Varun Tej']",['SS Rajamouli'],1271
Movie_273,['Action'],This is the overview of movie 272.,"['Pawan Kalyan', 'Ram Charan', 'Allu Arjun']",['Trivikram Srinivas'],1272
Movie_274,['Action'],This is the overview of movie 273.,"['Vijay Deverakonda', 'Prabhas', 'Allu Arjun']",['Koratal Siva'],1273
Movie_275,['Thriller'],This is the overview of movie 274.,"['Mahesh Babu', 'Ram Charan', 'Pawan Kalyan']",['Koratal Siva'],1274
Movie_276,['Romance'],This is the overview of movie 275.,"['NTR', 'NTR', 'Sai Dharam Tej']",['SS Rajamouli'],1275
Movie_277,['Action'],This is the overview of movie 276.,"['Pawan Kalyan', 'Pawan Kalyan', 'Sai Dharam Tej']",['Boyapati Srinu'],1276
Movie_278,['Comedy'],This is the overview of movie 277.,"['Pawan Kalyan', 'Allu Arjun', 'Sai Dharam Tej']",['Krish'],1277
Movie_279,['Action'],This is the overview of movie 278.,"['Vijay Deverakonda', 'Mahesh Babu', 'Sai Dharam Tej']",['Koratal Siva'],1278
Movie_280,['Action'],This is the overview of movie 279.,"['Ram Charan', 'Mahesh Babu', 'NTR']",['Sukumar'],1279
Movie_281,['Action'],This is the overview of movie 280.,"['Pawan Kalyan', 'Sai Dharam Tej', 'Varun Tej']",['Vamshi Paidipally'],1280
Movie_282,['Thriller'],This is the overview of movie 281.,"['Varun Tej', 'Chiranjeevi', 'Chiranjeevi']",['Sukumar'],1281
Movie_283,['Thriller'],This is the overview of movie 282.,"['Allu Arjun', 'Pawan Kalyan', 'Pawan Kalyan']",['Boyapati Srinu'],1282
Movie_284,['Action'],This is the overview of movie 283.,"['Vijay Deverakonda', 'NTR', 'Ram Charan']",['Koratal Siva'],1283
Movie_285,['Romance'],This is the overview of movie 284.,"['Prabhas', 'Sai Dharam Tej', 'Ram Charan']",['SS Rajamouli'],1284
Movie_286,['Drama'],This is the overview of movie 285.,"['Pawan Kalyan', 'NTR', 'Ram Charan']",['Koratal Siva'],1285
Movie_287,['Action'],This is the overview of movie 286.,"['Pawan Kalyan', 'Chiranjeevi', 'NTR']",['Koratal Siva'],1286
Movie_288,['Comedy'],This is the overview of movie 287.,"['Ram Charan', 'Mahesh Babu', 'Sai Dharam Tej']",['Trivikram Srinivas'],1287
Movie_289,['Action'],This is the overview of movie 288.,"['Ram Charan', 'Allu Arjun', 'Sai Dharam Tej']",['Puri Jagannadh'],1288
Movie_290,['Drama'],This is the overview of movie 289.,"['Sai Dharam Tej', 'Mahesh Babu', 'Allu Arjun']",['Sukumar'],1289
Movie_291,['Comedy'],This is the overview of movie 290.,"['Varun Tej', 'Mahesh Babu', 'NTR']",['Puri Jagannadh'],1290
Movie_292,['Thriller'],This is the overview of movie 291.,"['Pawan Kalyan', 'NTR', 'Pawan Kalyan']",['Krish'],1291
Movie_293,['Drama'],This is the overview of movie 292.,"['Prabhas', 'Allu Arjun', 'NTR']",['Puri Jagannadh'],1292
Movie_294,['Thriller'],This is the overview of movie 293.,"['Pawan Kalyan', 'NTR', 'Chiranjeevi']",['Krish'],1293
Movie_295,['Drama'],This is the overview of movie 294.,"['Allu Arjun', 'Mahesh Babu', 'Prabhas']",['Boyapati Srinu'],1294
Movie_296,['Drama'],This is the overview of movie 295.,"['Allu Arjun', 'NTR', 'Varun Tej']",['Sukumar'],1295
Movie_297,['Drama'],This is the overview of movie 296.,"['Allu Arjun', 'Chiranjeevi', 'Chiranjeevi']",['Krish'],1296
Movie_298,['Comedy'],This is the overview of movie 297.,"['NTR', 'Ram Charan', 'Vijay Deverakonda']",['Krish'],1297
Movie_299,['Thriller'],This is the overview of movie 298.,"['Chiranjeevi', 'NTR', 'Allu Arjun']",['Koratal Siva'],1298
Movie_300,['Thriller'],This is the overview of movie 299.,"['Allu Arjun', 'Vijay Deverakonda', 'NTR']",['Trivikram Srinivas'],1299
Movie_301,['Comedy'],This is the overview of movie 300.,"['Mahesh Babu', 'Chiranjeevi', 'Varun Tej']",['Boyapati Srinu'],1300
Movie_302,['Romance'],This is the overview of movie 301.,"['Ram Charan', 'Sai Dharam Tej', 'Sai Dharam Tej']",['Krish'],1301
Movie_303,['Romance'],This is the overview of movie 302.,"['NTR', 'Sai Dharam Tej', 'Pawan Kalyan']",['Koratal Siva'],1302
Movie_304,['Romance'],This is the overview of movie 303.,"['Pawan Kalyan', 'Chiranjeevi', 'Pawan Kalyan']",['SS Rajamouli'],1303
Movie_305,['Thriller'],This is the overview of movie 304.,"['NTR', 'Sai Dharam Tej', 'Chiranjeevi']",['SS Rajamouli'],1304
Movie_306,['Action'],This is the overview of movie 305.,"['Allu Arjun', 'Sai Dharam Tej', 'Chiranjeevi']",['Krish'],1305
Movie_307,['Drama'],This is the overview of movie 306.,"['Ram Charan', 'Sai Dharam Tej', 'Prabhas']",['Boyapati Srinu'],1306
Movie_308,['Comedy'],This is the overview of movie 307.,"['Varun Tej', 'Ram Charan', 'Allu Arjun']",['Sukumar'],1307
Movie_309,['Comedy'],This is the overview of movie 308.,"['Sai Dharam Tej', 'Vijay Deverakonda', 'Sai Dharam Tej']",['Trivikram Srinivas'],1308
Movie_310,['Comedy'],This is the overview of movie 309.,"['Allu Arjun', 'Chiranjeevi', 'Mahesh Babu']",['Koratal Siva'],1309
Movie_311,['Drama'],This is the overview of movie 310.,"['NTR', 'Pawan Kalyan', 'Vijay Deverakonda']",['Krish'],1310
Movie_312,['Action'],This is the overview of movie 311.,"['Chiranjeevi', 'Chiranjeevi', 'Sai Dharam Tej']",['Sukumar'],1311
Movie_313,['Action'],This is the overview of movie 312.,"['Prabhas', 'Vijay Deverakonda', 'NTR']",['Krish'],1312
Movie_314,['Romance'],This is the overview of movie 313.,"['Sai Dharam Tej', 'Prabhas', 'Prabhas']",['Koratal Siva'],1313
Movie_315,['Action'],This is the overview of movie 314.,"['Varun Tej', 'Prabhas', 'Ram Charan']",['Krish'],1314
Movie_316,['Thriller'],This is the overview of movie 315.,"['Varun Tej', 'Varun Tej', 'Allu Arjun']",['Boyapati Srinu'],1315
Movie_317,['Comedy'],This is the overview of movie 316.,"['Ram Charan', 'Chiranjeevi', 'Prabhas']",['SS Rajamouli'],1316
Movie_318,['Thriller'],This is the overview of movie 317.,"['Vijay Deverakonda', 'Varun Tej', 'Allu Arjun']",['SS Rajamouli'],1317
Movie_319,['Comedy'],This is the overview of movie 318.,"['NTR', 'Pawan Kalyan', 'Varun Tej']",['Vamshi Paidipally'],1318
Movie_320,['Drama'],This is the overview of movie 319.,"['Prabhas', 'Pawan Kalyan', 'Chiranjeevi']",['Puri Jagannadh'],1319
Movie_321,['Thriller'],This is the overview of movie 320.,"['Pawan Kalyan', 'Vijay Deverakonda', 'Ram Charan']",['Trivikram Srinivas'],1320
Movie_322,['Drama'],This is the overview of movie 321.,"['NTR', 'Prabhas', 'Pawan Kalyan']",['Boyapati Srinu'],1321
Movie_323,['Action'],This is the overview of movie 322.,"['Vijay Deverakonda', 'Mahesh Babu', 'Ram Charan']",['Sukumar'],1322
Movie_324,['Drama'],This is the overview of movie 323.,"['Ram Charan', 'Ram Charan', 'Ram Charan']",['Sukumar'],1323
Movie_325,['Romance'],This is the overview of movie 324.,"['Pawan Kalyan', 'Pawan Kalyan', 'Chiranjeevi']",['SS Rajamouli'],1324
Movie_326,['Comedy'],This is the overview of movie 325.,"['NTR', 'Pawan Kalyan', 'Ram Charan']",['Krish'],1325
Movie_327,['Thriller'],This is the overview of movie 326.,"['Sai Dharam Tej', 'Vijay Deverakonda', 'NTR']",['SS Rajamouli'],1326
Movie_328,['Comedy'],This is the overview of movie 327.,"['Allu Arjun', 'NTR', 'Prabhas']",['Puri Jagannadh'],1327
Movie_329,['Romance'],This is the overview of movie 328.,"['Prabhas', 'Prabhas', 'Ram Charan']",['Vamshi Paidipally'],1328
Movie_330,['Thriller'],This is the overview of movie 329.,"['Prabhas', 'Pawan Kalyan', 'Sai Dharam Tej']",['Trivikram Srinivas'],1329
Movie_331,['Drama'],This is the overview of movie 330.,"['Ram Charan', 'Chiranjeevi', 'Varun Tej']",['Krish'],1330
Movie_332,['Action'],This is the overview of movie 331.,"['NTR', 'Pawan Kalyan', 'Vijay Deverakonda']",['Puri Jagannadh'],1331
Movie_333,['Thriller'],This is the overview of movie 332.,"['Prabhas', 'Mahesh Babu', 'Allu Arjun']",['Puri Jagannadh'],1332
Movie_334,['Thriller'],This is the overview of movie 333.,"['Vijay Deverakonda', 'Pawan Kalyan', 'Ram Charan']",['Trivikram Srinivas'],1333
Movie_335,['Thriller'],This is the overview of movie 334.,"['Vijay Deverakonda', 'Sai Dharam Tej', 'Sai Dharam Tej']",['Sukumar'],1334
Movie_336,['Action'],This is the overview of movie 335.,"['Mahesh Babu', 'NTR', 'Mahesh Babu']",['Trivikram Srinivas'],1335
Movie_337,['Drama'],This is the overview of movie 336.,"['Prabhas', 'Sai Dharam Tej', 'Chiranjeevi']",['Vamshi Paidipally'],1336
Movie_338,['Comedy'],This is the overview of movie 337.,"['Varun Tej', 'Ram Charan', 'Varun Tej']",['Trivikram Srinivas'],1337
Movie_339,['Thriller'],This is the overview of movie 338.,"['NTR', 'Pawan Kalyan', 'Allu Arjun']",['SS Rajamouli'],1338
Movie_340,['Romance'],This is the overview of movie 339.,"['Varun Tej', 'Pawan Kalyan', 'Pawan Kalyan']",['Sukumar'],1339
Movie_341,['Drama'],This is the overview of movie 340.,"['Sai Dharam Tej', 'Vijay Deverakonda', 'Prabhas']",['Krish'],1340
Movie_342,['Romance'],This is the overview of movie 341.,"['Allu Arjun', 'Allu Arjun', 'Sai Dharam Tej']",['Vamshi Paidipally'],1341
Movie_343,['Comedy'],This is the overview of movie 342.,"['Mahesh Babu', 'NTR', 'Chiranjeevi']",['Puri Jagannadh'],1342
Movie_344,['Drama'],This is the overview of movie 343.,"['Mahesh Babu', 'Pawan Kalyan', 'Ram Charan']",['Krish'],1343
Movie_345,['Drama'],This is the overview of movie 344.,"['Chiranjeevi', 'Varun Tej', 'Sai Dharam Tej']",['Vamshi Paidipally'],1344
Movie_346,['Thriller'],This is the overview of movie 345.,"['NTR', 'Pawan Kalyan', 'Prabhas']",['SS Rajamouli'],1345
Movie_347,['Comedy'],This is the overview of movie 346.,"['NTR', 'Ram Charan', 'Chiranjeevi']",['Sukumar'],1346
Movie_348,['Action'],This is the overview of movie 347.,"['Allu Arjun', 'Allu Arjun', 'Chiranjeevi']",['Boyapati Srinu'],1347
Movie_349,['Action'],This is the overview of movie 348.,"['Pawan Kalyan', 'Allu Arjun', 'Chiranjeevi']",['Vamshi Paidipally'],1348
Movie_350,['Comedy'],This is the overview of movie 349.,"['Pawan Kalyan', 'Varun Tej', 'Prabhas']",['Vamshi Paidipally'],1349
Movie_351,['Action'],This is the overview of movie 350.,"['Allu Arjun', 'Vijay Deverakonda', 'Pawan Kalyan']",['Puri Jagannadh'],1350
Movie_352,['Action'],This is the overview of movie 351.,"['Mahesh Babu', 'Prabhas', 'Ram Charan']",['Sukumar'],1351
Movie_353,['Drama'],This is the overview of movie 352.,"['NTR', 'Varun Tej', 'Chiranjeevi']",['Puri Jagannadh'],1352
Movie_354,['Action'],This is the overview of movie 353.,"['Vijay Deverakonda', 'Allu Arjun', 'Sai Dharam Tej']",['Puri Jagannadh'],1353
Movie_355,['Thriller'],This is the overview of movie 354.,"['Prabhas', 'Varun Tej', 'Sai Dharam Tej']",['Boyapati Srinu'],1354
Movie_356,['Thriller'],This is the overview of movie 355.,"['Ram Charan', 'Pawan Kalyan', 'Mahesh Babu']",['Vamshi Paidipally'],1355
Movie_357,['Romance'],This is the overview of movie 356.,"['NTR', 'Ram Charan', 'Chiranjeevi']",['Koratal Siva'],1356
Movie_358,['Romance'],This is the overview of movie 357.,"['Ram Charan', 'Prabhas', 'Ram Charan']",['Koratal Siva'],1357
Movie_359,['Action'],This is the overview of movie 358.,"['NTR', 'Vijay Deverakonda', 'Ram Charan']",['Boyapati Srinu'],1358
Movie_360,['Drama'],This is the overview of movie 359.,"['Pawan Kalyan', 'Pawan Kalyan', 'Ram Charan']",['Sukumar'],1359
Movie_361,['Thriller'],This is the overview of movie 360.,"['Allu Arjun', 'Vijay Deverakonda', 'Allu Arjun']",['Vamshi Paidipally'],1360
Movie_362,['Comedy'],This is the overview of movie 361.,"['NTR', 'Varun Tej', 'Varun Tej']",['Sukumar'],1361
Movie_363,['Thriller'],This is the overview of movie 362.,"['Pawan Kalyan', 'Mahesh Babu', 'Ram Charan']",['Puri Jagannadh'],1362
Movie_364,['Thriller'],This is the overview of movie 363.,"['Vijay Deverakonda', 'Sai Dharam Tej', 'Sai Dharam Tej']",['Krish'],1363
Movie_365,['Romance'],This is the overview of movie 364.,"['Sai Dharam Tej', 'Mahesh Babu', 'Sai Dharam Tej']",['Boyapati Srinu'],1364
Movie_366,['Comedy'],This is the overview of movie 365.,"['Prabhas', 'NTR', 'Pawan Kalyan']",['Krish'],1365
Movie_367,['Comedy'],This is the overview of movie 366.,"['Chiranjeevi', 'Chiranjeevi', 'Prabhas']",['Koratal Siva'],1366
Movie_368,['Drama'],This is the overview of movie 367.,"['Chiranjeevi', 'Varun Tej', 'NTR']",['Puri Jagannadh'],1367
Movie_369,['Thriller'],This is the overview of movie 368.,"['Ram Charan', 'Vijay Deverakonda', 'Vijay Deverakonda']",['Sukumar'],1368
Movie_370,['Action'],This is the overview of movie 369.,"['Vijay Deverakonda', 'Sai Dharam Tej', 'Prabhas']",['Krish'],1369
Movie_371,['Romance'],This is the overview of movie 370.,"['Pawan Kalyan', 'Pawan Kalyan', 'Vijay Deverakonda']",['Krish'],1370
Movie_372,['Drama'],This is the overview of movie 371.,"['Varun Tej', 'Mahesh Babu', 'Chiranjeevi']",['Boyapati Srinu'],1371
Movie_373,['Romance'],This is the overview of movie 372.,"['Pawan Kalyan', 'Mahesh Babu', 'Sai Dharam Tej']",['Trivikram Srinivas'],1372
Movie_374,['Comedy'],This is the overview of movie 373.,"['NTR', 'Chiranjeevi', 'Prabhas']",['SS Rajamouli'],1373
Movie_375,['Thriller'],This is the overview of movie 374.,"['Prabhas', 'Chiranjeevi', 'Ram Charan']",['Vamshi Paidipally'],1374
Movie_376,['Thriller'],This is the overview of movie 375.,"['Vijay Deverakonda', 'Chiranjeevi', 'Ram Charan']",['SS Rajamouli'],1375
Movie_377,['Thriller'],This is the overview of movie 376.,"['Mahesh Babu', 'NTR', 'Sai Dharam Tej']",['Boyapati Srinu'],1376
Movie_378,['Thriller'],This is the overview of movie 377.,"['Allu Arjun', 'Chiranjeevi', 'Varun Tej']",['Krish'],1377
Movie_379,['Comedy'],This is the overview of movie 378.,"['Ram Charan', 'Prabhas', 'Allu Arjun']",['Sukumar'],1378
Movie_380,['Action'],This is the overview of movie 379.,"['Prabhas', 'Sai Dharam Tej', 'Vijay Deverakonda']",['Boyapati Srinu'],1379
Movie_381,['Drama'],This is the overview of movie 380.,"['Mahesh Babu', 'Vijay Deverakonda', 'Allu Arjun']",['SS Rajamouli'],1380
Movie_382,['Romance'],This is the overview of movie 381.,"['Mahesh Babu', 'Chiranjeevi', 'Varun Tej']",['Puri Jagannadh'],1381
Movie_383,['Romance'],This is the overview of movie 382.,"['Vijay Deverakonda', 'Mahesh Babu', 'Mahesh Babu']",['Boyapati Srinu'],1382
Movie_384,['Romance'],This is the overview of movie 383.,"['Vijay Deverakonda', 'NTR', 'Sai Dharam Tej']",['Koratal Siva'],1383
Movie_385,['Thriller'],This is the overview of movie 384.,"['Ram Charan', 'Ram Charan', 'Prabhas']",['Sukumar'],1384
Movie_386,['Thriller'],This is the overview of movie 385.,"['Chiranjeevi', 'Ram Charan', 'NTR']",['Trivikram Srinivas'],1385
Movie_387,['Romance'],This is the overview of movie 386.,"['Chiranjeevi', 'Pawan Kalyan', 'NTR']",['Krish'],1386
Movie_388,['Comedy'],This is the overview of movie 387.,"['Sai Dharam Tej', 'Pawan Kalyan', 'Ram Charan']",['Boyapati Srinu'],1387
Movie_389,['Comedy'],This is the overview of movie 388.,"['Vijay Deverakonda', 'Varun Tej', 'Varun Tej']",['Sukumar'],1388
Movie_390,['Drama'],This is the overview of movie 389.,"['Vijay Deverakonda', 'Pawan Kalyan', 'Sai Dharam Tej']",['Koratal Siva'],1389
Movie_391,['Drama'],This is the overview of movie 390.,"['Pawan Kalyan', 'Pawan Kalyan', 'Prabhas']",['Trivikram Srinivas'],1390
Movie_392,['Thriller'],This is the overview of movie 391.,"['Mahesh Babu', 'Vijay Deverakonda', 'Prabhas']",['Trivikram Srinivas'],1391
Movie_393,['Comedy'],This is the overview of movie 392.,"['Pawan Kalyan', 'Varun Tej', 'Sai Dharam Tej']",['SS Rajamouli'],1392
Movie_394,['Comedy'],This is the overview of movie 393.,"['Chiranjeevi', 'Vijay Deverakonda', 'Varun Tej']",['Puri Jagannadh'],1393
Movie_395,['Action'],This is the overview of movie 394.,"['Allu Arjun', 'Chiranjeevi', 'Mahesh Babu']",['Krish'],1394
Movie_396,['Action'],This is the overview of movie 395.,"['Mahesh Babu', 'Vijay Deverakonda', 'Vijay Deverakonda']",['Vamshi Paidipally'],1395
Movie_397,['Action'],This is the overview of movie 396.,"['Prabhas', 'NTR', 'Varun Tej']",['Sukumar'],1396
Movie_398,['Action'],This is the overview of movie 397.,"['Chiranjeevi', 'Mahesh Babu', 'Varun Tej']",['Vamshi Paidipally'],1397
Movie_399,['Action'],This is the overview of movie 398.,"['Ram Charan', 'Pawan Kalyan', 'Mahesh Babu']",['Boyapati Srinu'],1398
Movie_400,['Drama'],This is the overview of movie 399.,"['Vijay Deverakonda', 'Pawan Kalyan', 'Ram Charan']",['Trivikram Srinivas'],1399
Movie_401,['Thriller'],This is the overview of movie 400.,"['NTR', 'Varun Tej', 'Pawan Kalyan']",['Koratal Siva'],1400
Movie_402,['Comedy'],This is the overview of movie 401.,"['Prabhas', 'Varun Tej', 'Pawan Kalyan']",['Sukumar'],1401
Movie_403,['Thriller'],This is the overview of movie 402.,"['Varun Tej', 'NTR', 'Pawan Kalyan']",['Trivikram Srinivas'],1402
